"grid_imp_base","grid_exp_base","total_cost_base","grid_imp_pv","grid_exp_pv","demand_red_pv","investment_pv","total_cost_pv_nem2","total_cost_pv_nbt","savings_pv_nem2","savings_pv_nbt","payback_pv_nem2","payback_pv_nbt","roi20_pv_nem2","roi20_pv_nbt","grid_imp_bess","grid_exp_bess","demand_red_bess","investment_bess","total_cost_bess_nem2","total_cost_bess_nbt","savings_bess_nem2","savings_bess_nbt","payback_bess_nem2","payback_bess_nbt","roi20_bess_nem2","roi20_bess_nbt","grid_imp_ev_nem2","grid_exp_ev_nem2","demand_red_ev_nem2","grid_imp_ev_nbt","grid_exp_ev_nbt","demand_red_ev_nbt","investment_ev","total_cost_ev_nem2","total_cost_ev_nbt","savings_ev_nem2","savings_ev_nbt","payback_ev_nem2","payback_ev_nbt","roi20_ev_nem2","roi20_ev_nbt"
8042.6045,0,3093.606705,4970.8261,4958.4462,38.2,17500,60.287322,1736.44614812,3033,1357,5.8,12.9,16.5,4.6,1491.1299,1481.3874,81.5,29500,-24.299976,497.80657709,3118,2596,9.5,11.4,8.5,6.1,12339.5162919522,8025.39,-53.4,5784.31979330705,2011.5119614079,28.1,32000,-308.648792361715,921.651834575732,3402,2172,9.4,14.7,8.6,3.1
