year,month,day,hour,customer_load,pv_output,fit_nbt
2025,1,1,0,0.6686,0,0.0934
2025,1,1,1,0.6047,0,0.0916
2025,1,1,2,0.5449,0,0.0901
2025,1,1,3,0.512,0,0.089
2025,1,1,4,0.5374,0,0.091
2025,1,1,5,0.622,0,0.0932
2025,1,1,6,0.6089,0,0.0941
2025,1,1,7,0.8962,0.048,0.0887
2025,1,1,8,1.0703,1.2081,0.0767
2025,1,1,9,1.2719,2.2184,0.0686
2025,1,1,10,1.1099,2.8629,0.068
2025,1,1,11,1.0043,3.2159,0.0679
2025,1,1,12,1.0385,3.2698,0.0666
2025,1,1,13,0.8849,3.029,0.0649
2025,1,1,14,0.8417,2.384,0.0635
2025,1,1,15,0.8239,1.6631,0.0659
2025,1,1,16,0.9877,0.374,0.0817
2025,1,1,17,1.3002,0,0.1084
2025,1,1,18,1.3781,0,0.1014
2025,1,1,19,1.5214,0,0.0933
2025,1,1,20,1.4385,0,0.0926
2025,1,1,21,1.2697,0,0.0936
2025,1,1,22,1.1817,0,0.0965
2025,1,1,23,0.9357,0,0.095
2025,1,2,0,0.7285,0,0.0934
2025,1,2,1,0.7053,0,0.0916
2025,1,2,2,0.6969,0,0.0901
2025,1,2,3,0.6917,0,0.089
2025,1,2,4,0.6953,0,0.091
2025,1,2,5,0.6992,0,0.0932
2025,1,2,6,0.9216,0,0.0941
2025,1,2,7,1.0614,0,0.0887
2025,1,2,8,0.9925,0.0979,0.0767
2025,1,2,9,0.8261,0.1618,0.0686
2025,1,2,10,0.8647,0.5172,0.068
2025,1,2,11,0.7457,0.2098,0.0679
2025,1,2,12,0.6827,0.4249,0.0666
2025,1,2,13,0.7151,0.5008,0.0649
2025,1,2,14,0.7976,0.3255,0.0635
2025,1,2,15,0.9015,0.0782,0.0659
2025,1,2,16,1.1407,0.2908,0.0817
2025,1,2,17,1.4649,0,0.1084
2025,1,2,18,1.2966,0,0.1014
2025,1,2,19,1.3986,0,0.0933
2025,1,2,20,1.3414,0,0.0926
2025,1,2,21,1.2225,0,0.0936
2025,1,2,22,1.0276,0,0.0965
2025,1,2,23,0.8811,0,0.095
2025,1,3,0,0.7315,0,0.0934
2025,1,3,1,0.6191,0,0.0916
2025,1,3,2,0.5601,0,0.0901
2025,1,3,3,0.5581,0,0.089
2025,1,3,4,0.6201,0,0.091
2025,1,3,5,0.7697,0,0.0932
2025,1,3,6,0.9387,0,0.0941
2025,1,3,7,1.1877,0,0.0887
2025,1,3,8,1.089,0.3963,0.0767
2025,1,3,9,1.0196,1.3225,0.0686
2025,1,3,10,1.0631,1.372,0.068
2025,1,3,11,0.9864,1.3984,0.0679
2025,1,3,12,0.8083,1.6648,0.0666
2025,1,3,13,0.8198,1.3763,0.0649
2025,1,3,14,0.8255,0.3832,0.0635
2025,1,3,15,0.8034,0.2119,0.0659
2025,1,3,16,0.9124,0.0678,0.0817
2025,1,3,17,1.1771,0,0.1084
2025,1,3,18,1.3246,0,0.1014
2025,1,3,19,1.398,0,0.0933
2025,1,3,20,1.2598,0,0.0926
2025,1,3,21,1.2217,0,0.0936
2025,1,3,22,1.0071,0,0.0965
2025,1,3,23,0.7633,0,0.095
2025,1,4,0,1.1716,0,0.0903
2025,1,4,1,3.6191,0,0.0898
2025,1,4,2,0.9733,0,0.091
2025,1,4,3,0.8609,0,0.0898
2025,1,4,4,0.6362,0,0.0894
2025,1,4,5,0.7391,0,0.0907
2025,1,4,6,0.7511,0,0.0926
2025,1,4,7,0.9065,0,0.084
2025,1,4,8,1.1045,0.1981,0.0689
2025,1,4,9,1.0641,0.1542,0.0592
2025,1,4,10,1.1605,0.3117,0.0581
2025,1,4,11,1.1486,0.3923,0.0574
2025,1,4,12,1.2011,0.6083,0.058
2025,1,4,13,1.0996,0.4049,0.057
2025,1,4,14,1.0268,0.2217,0.0558
2025,1,4,15,1.0549,0.281,0.0581
2025,1,4,16,1.1524,0.0212,0.0845
2025,1,4,17,1.5285,0,0.1048
2025,1,4,18,1.5956,0,0.0986
2025,1,4,19,1.5822,0,0.0918
2025,1,4,20,1.3729,0,0.0901
2025,1,4,21,1.2346,0,0.0905
2025,1,4,22,0.9942,0,0.0935
2025,1,4,23,0.8817,0,0.0928
2025,1,5,0,0.8282,0,0.0903
2025,1,5,1,0.7146,0,0.0898
2025,1,5,2,0.7215,0,0.091
2025,1,5,3,0.6928,0,0.0898
2025,1,5,4,0.6583,0,0.0894
2025,1,5,5,0.6384,0,0.0907
2025,1,5,6,0.7591,0,0.0926
2025,1,5,7,1.122,0,0.084
2025,1,5,8,1.161,0.2835,0.0689
2025,1,5,9,1.184,0.2714,0.0592
2025,1,5,10,1.0969,0.9095,0.0581
2025,1,5,11,1.0139,1.0295,0.0574
2025,1,5,12,1.1229,0.4192,0.058
2025,1,5,13,0.9826,0.7986,0.057
2025,1,5,14,1.0203,1.4013,0.0558
2025,1,5,15,1.0004,0.4393,0.0581
2025,1,5,16,1.1073,0.082,0.0845
2025,1,5,17,1.4379,0,0.1048
2025,1,5,18,1.6451,0,0.0986
2025,1,5,19,1.3732,0,0.0918
2025,1,5,20,1.2996,0,0.0901
2025,1,5,21,1.3316,0,0.0905
2025,1,5,22,0.9175,0,0.0935
2025,1,5,23,0.7806,0,0.0928
2025,1,6,0,0.7307,0,0.0934
2025,1,6,1,0.6958,0,0.0916
2025,1,6,2,0.7245,0,0.0901
2025,1,6,3,0.6536,0,0.089
2025,1,6,4,0.652,0,0.091
2025,1,6,5,0.6917,0,0.0932
2025,1,6,6,0.9438,0,0.0941
2025,1,6,7,1.1166,0,0.0887
2025,1,6,8,1.0594,0.5687,0.0767
2025,1,6,9,1.0396,0.994,0.0686
2025,1,6,10,0.7994,1.1774,0.068
2025,1,6,11,0.8358,1.4892,0.0679
2025,1,6,12,0.833,1.495,0.0666
2025,1,6,13,0.7063,1.4259,0.0649
2025,1,6,14,0.6778,0.613,0.0635
2025,1,6,15,0.7255,1.0078,0.0659
2025,1,6,16,0.9318,0.1076,0.0817
2025,1,6,17,1.2065,0,0.1084
2025,1,6,18,1.3261,0,0.1014
2025,1,6,19,1.3496,0,0.0933
2025,1,6,20,1.3884,0,0.0926
2025,1,6,21,1.3548,0,0.0936
2025,1,6,22,1.0912,0,0.0965
2025,1,6,23,0.9691,0,0.095
2025,1,7,0,0.7352,0,0.0934
2025,1,7,1,0.7172,0,0.0916
2025,1,7,2,0.7126,0,0.0901
2025,1,7,3,0.6626,0,0.089
2025,1,7,4,0.6991,0,0.091
2025,1,7,5,0.7683,0,0.0932
2025,1,7,6,0.992,0,0.0941
2025,1,7,7,1.0793,0,0.0887
2025,1,7,8,1.0166,0.089,0.0767
2025,1,7,9,0.8949,0.2935,0.0686
2025,1,7,10,0.8491,0.5112,0.068
2025,1,7,11,0.7871,0.4914,0.0679
2025,1,7,12,0.7276,0.2831,0.0666
2025,1,7,13,0.7334,0.2835,0.0649
2025,1,7,14,0.745,0.4601,0.0635
2025,1,7,15,0.8309,0.0929,0.0659
2025,1,7,16,0.9738,0.0201,0.0817
2025,1,7,17,1.4269,0,0.1084
2025,1,7,18,1.3247,0,0.1014
2025,1,7,19,1.1844,0,0.0933
2025,1,7,20,1.233,0,0.0926
2025,1,7,21,1.2553,0,0.0936
2025,1,7,22,0.9533,0,0.0965
2025,1,7,23,1.0333,0,0.095
2025,1,8,0,0.7095,0,0.0934
2025,1,8,1,0.6537,0,0.0916
2025,1,8,2,0.6523,0,0.0901
2025,1,8,3,0.5573,0,0.089
2025,1,8,4,0.5878,0,0.091
2025,1,8,5,0.6796,0,0.0932
2025,1,8,6,0.9152,0,0.0941
2025,1,8,7,1.0092,0.0113,0.0887
2025,1,8,8,0.8641,0.9513,0.0767
2025,1,8,9,0.8772,1.9672,0.0686
2025,1,8,10,0.8834,2.3133,0.068
2025,1,8,11,0.8304,1.9894,0.0679
2025,1,8,12,0.7816,1.7031,0.0666
2025,1,8,13,0.7854,1.689,0.0649
2025,1,8,14,0.847,1.2405,0.0635
2025,1,8,15,0.8284,0.3785,0.0659
2025,1,8,16,1.07,0.0842,0.0817
2025,1,8,17,1.2819,0,0.1084
2025,1,8,18,1.7471,0,0.1014
2025,1,8,19,4.6023,0,0.0933
2025,1,8,20,4.8099,0,0.0926
2025,1,8,21,4.704,0,0.0936
2025,1,8,22,1.3695,0,0.0965
2025,1,8,23,4.3834,0,0.095
2025,1,9,0,0.807,0,0.0934
2025,1,9,1,0.7003,0,0.0916
2025,1,9,2,0.6802,0,0.0901
2025,1,9,3,0.6493,0,0.089
2025,1,9,4,0.6429,0,0.091
2025,1,9,5,0.7995,0,0.0932
2025,1,9,6,0.9545,0,0.0941
2025,1,9,7,1.1394,0,0.0887
2025,1,9,8,1.0485,0.142,0.0767
2025,1,9,9,0.9888,0.2011,0.0686
2025,1,9,10,0.8043,1.4811,0.068
2025,1,9,11,0.7357,1.3949,0.0679
2025,1,9,12,0.8051,1.8386,0.0666
2025,1,9,13,0.7562,1.5686,0.0649
2025,1,9,14,0.762,1.382,0.0635
2025,1,9,15,0.7734,0.814,0.0659
2025,1,9,16,0.8644,0.2032,0.0817
2025,1,9,17,1.0953,0,0.1084
2025,1,9,18,1.2902,0,0.1014
2025,1,9,19,1.4218,0,0.0933
2025,1,9,20,1.4428,0,0.0926
2025,1,9,21,1.3163,0,0.0936
2025,1,9,22,1.0615,0,0.0965
2025,1,9,23,0.8759,0,0.095
2025,1,10,0,0.7256,0,0.0934
2025,1,10,1,0.5752,0,0.0916
2025,1,10,2,0.5362,0,0.0901
2025,1,10,3,0.5175,0,0.089
2025,1,10,4,0.5358,0,0.091
2025,1,10,5,0.6599,0,0.0932
2025,1,10,6,0.8934,0,0.0941
2025,1,10,7,1.1341,0,0.0887
2025,1,10,8,0.901,0.4649,0.0767
2025,1,10,9,0.8068,0.4718,0.0686
2025,1,10,10,0.8308,1.2605,0.068
2025,1,10,11,0.6776,0.0578,0.0679
2025,1,10,12,0.7898,0.0767,0.0666
2025,1,10,13,0.7951,0.7365,0.0649
2025,1,10,14,0.7607,1.0785,0.0635
2025,1,10,15,0.814,1.5361,0.0659
2025,1,10,16,0.9587,0.4923,0.0817
2025,1,10,17,1.1673,0,0.1084
2025,1,10,18,1.3915,0,0.1014
2025,1,10,19,1.4149,0,0.0933
2025,1,10,20,1.4425,0,0.0926
2025,1,10,21,1.2273,0,0.0936
2025,1,10,22,1.1914,0,0.0965
2025,1,10,23,0.8882,0,0.095
2025,1,11,0,0.8359,0,0.0903
2025,1,11,1,0.7112,0,0.0898
2025,1,11,2,0.61,0,0.091
2025,1,11,3,0.5799,0,0.0898
2025,1,11,4,0.5662,0,0.0894
2025,1,11,5,0.5071,0,0.0907
2025,1,11,6,0.6909,0,0.0926
2025,1,11,7,0.9056,0,0.084
2025,1,11,8,0.9359,0.1165,0.0689
2025,1,11,9,1.0299,0.1407,0.0592
2025,1,11,10,1.2375,0.335,0.0581
2025,1,11,11,0.8726,0.4167,0.0574
2025,1,11,12,0.9294,0.3226,0.058
2025,1,11,13,0.7971,0.3676,0.057
2025,1,11,14,0.8372,0.1667,0.0558
2025,1,11,15,0.8016,0.0772,0.0581
2025,1,11,16,0.9328,0.0248,0.0845
2025,1,11,17,1.3474,0,0.1048
2025,1,11,18,1.463,0,0.0986
2025,1,11,19,1.341,0,0.0918
2025,1,11,20,1.5393,0,0.0901
2025,1,11,21,1.2912,0,0.0905
2025,1,11,22,1.04,0,0.0935
2025,1,11,23,0.9214,0,0.0928
2025,1,12,0,0.7849,0,0.0903
2025,1,12,1,0.7187,0,0.0898
2025,1,12,2,0.6941,0,0.091
2025,1,12,3,0.6469,0,0.0898
2025,1,12,4,0.6744,0,0.0894
2025,1,12,5,0.6777,0,0.0907
2025,1,12,6,0.7648,0,0.0926
2025,1,12,7,1.0635,0,0.084
2025,1,12,8,1.0474,0.5107,0.0689
2025,1,12,9,1.0057,1.3188,0.0592
2025,1,12,10,0.8804,1.6478,0.0581
2025,1,12,11,1.1318,2.0601,0.0574
2025,1,12,12,1.2082,2.1466,0.058
2025,1,12,13,1.053,2.0543,0.057
2025,1,12,14,1.008,1.7931,0.0558
2025,1,12,15,1.1729,1.0546,0.0581
2025,1,12,16,1.3724,0.1543,0.0845
2025,1,12,17,1.4602,0,0.1048
2025,1,12,18,1.4773,0,0.0986
2025,1,12,19,1.4353,0,0.0918
2025,1,12,20,1.2582,0,0.0901
2025,1,12,21,1.3096,0,0.0905
2025,1,12,22,1.0286,0,0.0935
2025,1,12,23,0.8591,0,0.0928
2025,1,13,0,0.822,0,0.0934
2025,1,13,1,0.7119,0,0.0916
2025,1,13,2,0.6345,0,0.0901
2025,1,13,3,0.6021,0,0.089
2025,1,13,4,0.6916,0,0.091
2025,1,13,5,0.8335,0,0.0932
2025,1,13,6,1.1251,0,0.0941
2025,1,13,7,1.1417,0,0.0887
2025,1,13,8,1.0214,0.0962,0.0767
2025,1,13,9,0.958,0.6206,0.0686
2025,1,13,10,0.8496,0.1652,0.068
2025,1,13,11,0.7632,0.6367,0.0679
2025,1,13,12,0.8247,0.8529,0.0666
2025,1,13,13,0.7472,0.9717,0.0649
2025,1,13,14,0.6757,0.7563,0.0635
2025,1,13,15,0.7307,1.2376,0.0659
2025,1,13,16,0.8604,0.1791,0.0817
2025,1,13,17,1.188,0,0.1084
2025,1,13,18,1.3477,0,0.1014
2025,1,13,19,1.4183,0,0.0933
2025,1,13,20,1.2736,0,0.0926
2025,1,13,21,1.2046,0,0.0936
2025,1,13,22,0.9105,0,0.0965
2025,1,13,23,0.8168,0,0.095
2025,1,14,0,0.8575,0,0.0934
2025,1,14,1,0.7992,0,0.0916
2025,1,14,2,0.7046,0,0.0901
2025,1,14,3,0.6575,0,0.089
2025,1,14,4,0.6927,0,0.091
2025,1,14,5,0.8066,0,0.0932
2025,1,14,6,1.1388,0,0.0941
2025,1,14,7,1.2615,0,0.0887
2025,1,14,8,0.9527,0.0719,0.0767
2025,1,14,9,0.976,0.431,0.0686
2025,1,14,10,0.9487,1.0151,0.068
2025,1,14,11,0.8473,1.4687,0.0679
2025,1,14,12,0.8257,1.3458,0.0666
2025,1,14,13,0.7708,1.4326,0.0649
2025,1,14,14,0.7191,1.6196,0.0635
2025,1,14,15,0.7034,0.1438,0.0659
2025,1,14,16,0.9684,0.0436,0.0817
2025,1,14,17,1.368,0,0.1084
2025,1,14,18,1.4909,0,0.1014
2025,1,14,19,1.4301,0,0.0933
2025,1,14,20,1.3972,0,0.0926
2025,1,14,21,1.3763,0,0.0936
2025,1,14,22,1.0189,0,0.0965
2025,1,14,23,0.8171,0,0.095
2025,1,15,0,0.8862,0,0.0934
2025,1,15,1,0.825,0,0.0916
2025,1,15,2,0.7404,0,0.0901
2025,1,15,3,0.6181,0,0.089
2025,1,15,4,0.6656,0,0.091
2025,1,15,5,0.782,0,0.0932
2025,1,15,6,0.9113,0,0.0941
2025,1,15,7,1.0147,0,0.0887
2025,1,15,8,0.9443,0.1884,0.0767
2025,1,15,9,0.8957,0.5953,0.0686
2025,1,15,10,0.9021,1.3362,0.068
2025,1,15,11,0.7643,0.6458,0.0679
2025,1,15,12,0.7949,1.6578,0.0666
2025,1,15,13,0.6886,0.5993,0.0649
2025,1,15,14,0.648,0.2756,0.0635
2025,1,15,15,0.7496,0.1551,0.0659
2025,1,15,16,0.8612,0.0227,0.0817
2025,1,15,17,1.2353,0,0.1084
2025,1,15,18,1.3122,0,0.1014
2025,1,15,19,1.4284,0,0.0933
2025,1,15,20,1.6681,0,0.0926
2025,1,15,21,1.624,0,0.0936
2025,1,15,22,1.4702,0,0.0965
2025,1,15,23,1.2636,0,0.095
2025,1,16,0,0.7534,0,0.0934
2025,1,16,1,0.6315,0,0.0916
2025,1,16,2,0.621,0,0.0901
2025,1,16,3,0.614,0,0.089
2025,1,16,4,0.6325,0,0.091
2025,1,16,5,0.7312,0,0.0932
2025,1,16,6,0.9533,0,0.0941
2025,1,16,7,1.0504,0,0.0887
2025,1,16,8,0.992,1.0076,0.0767
2025,1,16,9,0.8881,1.4443,0.0686
2025,1,16,10,0.8398,2.325,0.068
2025,1,16,11,0.7867,2.765,0.0679
2025,1,16,12,0.7187,2.9459,0.0666
2025,1,16,13,0.7427,2.0538,0.0649
2025,1,16,14,0.825,1.543,0.0635
2025,1,16,15,0.7741,1.81,0.0659
2025,1,16,16,0.9176,0.2546,0.0817
2025,1,16,17,1.2432,0,0.1084
2025,1,16,18,1.4116,0,0.1014
2025,1,16,19,1.5629,0,0.0933
2025,1,16,20,1.4421,0,0.0926
2025,1,16,21,1.2984,0,0.0936
2025,1,16,22,1.0505,0,0.0965
2025,1,16,23,0.908,0,0.095
2025,1,17,0,0.7298,0,0.0934
2025,1,17,1,0.6689,0,0.0916
2025,1,17,2,0.6379,0,0.0901
2025,1,17,3,0.5623,0,0.089
2025,1,17,4,0.5953,0,0.091
2025,1,17,5,0.6416,0,0.0932
2025,1,17,6,0.9113,0,0.0941
2025,1,17,7,0.9816,0.0392,0.0887
2025,1,17,8,0.8323,1.1654,0.0767
2025,1,17,9,0.8677,2.1802,0.0686
2025,1,17,10,0.8224,2.8134,0.068
2025,1,17,11,0.7571,3.1795,0.0679
2025,1,17,12,0.8018,3.2464,0.0666
2025,1,17,13,0.8163,3.0435,0.0649
2025,1,17,14,0.8556,2.5793,0.0635
2025,1,17,15,0.828,1.8127,0.0659
2025,1,17,16,1.0812,0.7263,0.0817
2025,1,17,17,1.2591,0,0.1084
2025,1,17,18,1.419,0,0.1014
2025,1,17,19,1.3515,0,0.0933
2025,1,17,20,1.4001,0,0.0926
2025,1,17,21,1.2903,0,0.0936
2025,1,17,22,1.0749,0,0.0965
2025,1,17,23,0.8493,0,0.095
2025,1,18,0,0.6229,0,0.0903
2025,1,18,1,0.5784,0,0.0898
2025,1,18,2,0.5281,0,0.091
2025,1,18,3,0.4828,0,0.0898
2025,1,18,4,0.5295,0,0.0894
2025,1,18,5,0.5595,0,0.0907
2025,1,18,6,0.615,0,0.0926
2025,1,18,7,0.7928,0.0283,0.084
2025,1,18,8,0.8285,1.0634,0.0689
2025,1,18,9,0.791,2.0309,0.0592
2025,1,18,10,0.8755,2.6797,0.0581
2025,1,18,11,1.1026,3.034,0.0574
2025,1,18,12,1.0259,2.4044,0.058
2025,1,18,13,1.0312,1.4898,0.057
2025,1,18,14,0.9928,0.6412,0.0558
2025,1,18,15,0.9986,0.6702,0.0581
2025,1,18,16,1.1361,0.1726,0.0845
2025,1,18,17,1.4348,0,0.1048
2025,1,18,18,1.6355,0,0.0986
2025,1,18,19,1.6556,0,0.0918
2025,1,18,20,1.3284,0,0.0901
2025,1,18,21,1.2355,0,0.0905
2025,1,18,22,1.0157,0,0.0935
2025,1,18,23,0.8964,0,0.0928
2025,1,19,0,0.6734,0,0.0903
2025,1,19,1,0.6432,0,0.0898
2025,1,19,2,0.5318,0,0.091
2025,1,19,3,0.5424,0,0.0898
2025,1,19,4,0.5777,0,0.0894
2025,1,19,5,0.629,0,0.0907
2025,1,19,6,0.6823,0,0.0926
2025,1,19,7,0.8247,0.0002,0.084
2025,1,19,8,1.0219,0.6526,0.0689
2025,1,19,9,1.0409,2.2122,0.0592
2025,1,19,10,0.9741,2.8647,0.0581
2025,1,19,11,0.9641,2.8217,0.0574
2025,1,19,12,1.0656,3.3208,0.058
2025,1,19,13,1.1965,2.3625,0.057
2025,1,19,14,1.0521,2.0403,0.0558
2025,1,19,15,1.1611,1.1433,0.0581
2025,1,19,16,1.3516,0.3294,0.0845
2025,1,19,17,1.7151,0,0.1048
2025,1,19,18,1.4529,0,0.0986
2025,1,19,19,1.4702,0,0.0918
2025,1,19,20,1.6125,0,0.0901
2025,1,19,21,1.2941,0,0.0905
2025,1,19,22,1.0701,0,0.0935
2025,1,19,23,0.8976,0,0.0928
2025,1,20,0,0.6041,0,0.0934
2025,1,20,1,0.6072,0,0.0916
2025,1,20,2,0.5525,0,0.0901
2025,1,20,3,0.5155,0,0.089
2025,1,20,4,0.5328,0,0.091
2025,1,20,5,0.6004,0,0.0932
2025,1,20,6,0.7522,0,0.0941
2025,1,20,7,0.7683,0.0686,0.0887
2025,1,20,8,0.8245,1.2645,0.0767
2025,1,20,9,0.8241,2.3015,0.0686
2025,1,20,10,1.0251,2.9678,0.068
2025,1,20,11,0.8229,3.3171,0.0679
2025,1,20,12,0.9266,3.3889,0.0666
2025,1,20,13,1.1469,3.1839,0.0649
2025,1,20,14,1.0968,2.6999,0.0635
2025,1,20,15,1.0362,1.9454,0.0659
2025,1,20,16,1.0482,0.8297,0.0817
2025,1,20,17,1.1999,0,0.1084
2025,1,20,18,1.5112,0,0.1014
2025,1,20,19,1.5352,0,0.0933
2025,1,20,20,1.5839,0,0.0926
2025,1,20,21,1.1263,0,0.0936
2025,1,20,22,1.0283,0,0.0965
2025,1,20,23,0.8655,0,0.095
2025,1,21,0,0.8096,0,0.0934
2025,1,21,1,0.7792,0,0.0916
2025,1,21,2,0.696,0,0.0901
2025,1,21,3,0.7317,0,0.089
2025,1,21,4,0.7686,0,0.091
2025,1,21,5,0.8175,0,0.0932
2025,1,21,6,0.9887,0,0.0941
2025,1,21,7,1.3308,0.058,0.0887
2025,1,21,8,1.0505,1.2054,0.0767
2025,1,21,9,0.9759,2.1852,0.0686
2025,1,21,10,0.9326,2.8499,0.068
2025,1,21,11,0.8816,2.5152,0.0679
2025,1,21,12,0.8737,3.2835,0.0666
2025,1,21,13,0.8488,3.0373,0.0649
2025,1,21,14,0.8287,2.6386,0.0635
2025,1,21,15,0.9258,1.9283,0.0659
2025,1,21,16,0.8885,0.3031,0.0817
2025,1,21,17,1.3137,0,0.1084
2025,1,21,18,1.3301,0,0.1014
2025,1,21,19,1.4277,0,0.0933
2025,1,21,20,1.4477,0,0.0926
2025,1,21,21,1.4617,0,0.0936
2025,1,21,22,1.2518,0,0.0965
2025,1,21,23,1.0251,0,0.095
2025,1,22,0,1,0,0.0934
2025,1,22,1,0.9106,0,0.0916
2025,1,22,2,0.8628,0,0.0901
2025,1,22,3,0.8172,0,0.089
2025,1,22,4,0.9305,0,0.091
2025,1,22,5,0.9135,0,0.0932
2025,1,22,6,1.1541,0,0.0941
2025,1,22,7,1.241,0,0.0887
2025,1,22,8,0.9896,1.0805,0.0767
2025,1,22,9,1.0082,1.8227,0.0686
2025,1,22,10,0.826,2.5776,0.068
2025,1,22,11,0.768,3.3398,0.0679
2025,1,22,12,0.7983,3.4429,0.0666
2025,1,22,13,0.7392,3.2409,0.0649
2025,1,22,14,0.7453,2.7503,0.0635
2025,1,22,15,0.8084,1.9723,0.0659
2025,1,22,16,0.9904,0.8447,0.0817
2025,1,22,17,1.3566,0,0.1084
2025,1,22,18,1.5548,0,0.1014
2025,1,22,19,1.5196,0,0.0933
2025,1,22,20,1.3887,0,0.0926
2025,1,22,21,1.3938,0,0.0936
2025,1,22,22,1.1508,0,0.0965
2025,1,22,23,0.9622,0,0.095
2025,1,23,0,0.7734,0,0.0934
2025,1,23,1,0.7058,0,0.0916
2025,1,23,2,0.7414,0,0.0901
2025,1,23,3,0.7317,0,0.089
2025,1,23,4,0.79,0,0.091
2025,1,23,5,0.8337,0,0.0932
2025,1,23,6,1.2077,0,0.0941
2025,1,23,7,1.3526,0.0749,0.0887
2025,1,23,8,1.2404,1.2961,0.0767
2025,1,23,9,1.1289,2.3295,0.0686
2025,1,23,10,0.9063,3.0008,0.068
2025,1,23,11,0.8407,3.3581,0.0679
2025,1,23,12,0.8494,3.4342,0.0666
2025,1,23,13,0.8706,3.2304,0.0649
2025,1,23,14,0.758,2.7561,0.0635
2025,1,23,15,0.8733,2.0134,0.0659
2025,1,23,16,1.0647,0.9107,0.0817
2025,1,23,17,1.1908,0,0.1084
2025,1,23,18,1.3479,0,0.1014
2025,1,23,19,1.3664,0,0.0933
2025,1,23,20,1.4567,0,0.0926
2025,1,23,21,1.2321,0,0.0936
2025,1,23,22,1.0463,0,0.0965
2025,1,23,23,1.0438,0,0.095
2025,1,24,0,0.7573,0,0.0934
2025,1,24,1,0.6643,0,0.0916
2025,1,24,2,0.6234,0,0.0901
2025,1,24,3,0.6169,0,0.089
2025,1,24,4,0.7016,0,0.091
2025,1,24,5,0.7755,0,0.0932
2025,1,24,6,0.9536,0,0.0941
2025,1,24,7,1.12,0.0718,0.0887
2025,1,24,8,0.9821,1.2707,0.0767
2025,1,24,9,0.9114,2.2895,0.0686
2025,1,24,10,0.7659,2.9387,0.068
2025,1,24,11,0.7685,3.1954,0.0679
2025,1,24,12,0.765,3.3511,0.0666
2025,1,24,13,0.7539,3.1589,0.0649
2025,1,24,14,0.7261,2.6828,0.0635
2025,1,24,15,0.7926,1.9712,0.0659
2025,1,24,16,0.9563,0.8585,0.0817
2025,1,24,17,1.3296,0,0.1084
2025,1,24,18,1.4532,0,0.1014
2025,1,24,19,1.4431,0,0.0933
2025,1,24,20,1.3906,0,0.0926
2025,1,24,21,1.3128,0,0.0936
2025,1,24,22,1.0839,0,0.0965
2025,1,24,23,0.9469,0,0.095
2025,1,25,0,0.7993,0,0.0903
2025,1,25,1,0.7964,0,0.0898
2025,1,25,2,0.6708,0,0.091
2025,1,25,3,0.6515,0,0.0898
2025,1,25,4,0.6581,0,0.0894
2025,1,25,5,0.6404,0,0.0907
2025,1,25,6,0.6639,0,0.0926
2025,1,25,7,0.8987,0.0692,0.084
2025,1,25,8,1.064,1.2605,0.0689
2025,1,25,9,1.0857,2.3043,0.0592
2025,1,25,10,1.0904,2.946,0.0581
2025,1,25,11,1.0954,3.3036,0.0574
2025,1,25,12,1.1962,3.3843,0.058
2025,1,25,13,1.0583,3.1834,0.057
2025,1,25,14,0.8693,2.7155,0.0558
2025,1,25,15,0.9088,1.9883,0.0581
2025,1,25,16,0.9826,0.908,0.0845
2025,1,25,17,1.3768,0,0.1048
2025,1,25,18,1.5192,0,0.0986
2025,1,25,19,1.6829,0,0.0918
2025,1,25,20,1.4799,0,0.0901
2025,1,25,21,1.2552,0,0.0905
2025,1,25,22,0.981,0,0.0935
2025,1,25,23,0.9067,0,0.0928
2025,1,26,0,1.1977,0,0.0903
2025,1,26,1,1.1043,0,0.0898
2025,1,26,2,1.0375,0,0.091
2025,1,26,3,0.9874,0,0.0898
2025,1,26,4,0.9472,0,0.0894
2025,1,26,5,1.0121,0,0.0907
2025,1,26,6,0.7225,0,0.0926
2025,1,26,7,0.9288,0.0757,0.084
2025,1,26,8,1.0537,1.2959,0.0689
2025,1,26,9,0.8846,2.3131,0.0592
2025,1,26,10,0.8438,2.9618,0.0581
2025,1,26,11,0.908,3.2963,0.0574
2025,1,26,12,0.8803,3.3604,0.058
2025,1,26,13,0.8867,3.1694,0.057
2025,1,26,14,0.8538,2.7038,0.0558
2025,1,26,15,0.8786,1.9992,0.0581
2025,1,26,16,1.1014,0.9355,0.0845
2025,1,26,17,1.2399,0,0.1048
2025,1,26,18,1.3681,0,0.0986
2025,1,26,19,1.5022,0,0.0918
2025,1,26,20,1.5849,0,0.0901
2025,1,26,21,1.4627,0,0.0905
2025,1,26,22,1.0943,0,0.0935
2025,1,26,23,1.0423,0,0.0928
2025,1,27,0,0.6042,0,0.0934
2025,1,27,1,0.5701,0,0.0916
2025,1,27,2,0.5814,0,0.0901
2025,1,27,3,0.5108,0,0.089
2025,1,27,4,0.5645,0,0.091
2025,1,27,5,0.6051,0,0.0932
2025,1,27,6,0.7528,0,0.0941
2025,1,27,7,1.0027,0.0745,0.0887
2025,1,27,8,0.9347,1.2568,0.0767
2025,1,27,9,0.8079,2.2526,0.0686
2025,1,27,10,0.8193,2.8492,0.068
2025,1,27,11,0.827,3.2097,0.0679
2025,1,27,12,0.8155,3.3172,0.0666
2025,1,27,13,0.8108,3.1476,0.0649
